translated_wildtype,gi|448262557|pdb|4GW3|A;gi|448262558|pdb|4GXN|A,100.000,100.00,307,0,0,1,307,1,307,0.0,639
translated_wildtype,gi|563320590|pdb|3W9U|A,100.000,100.00,290,0,0,18,307,1,290,0.0,603
translated_wildtype,gi|490368259|ref|WP_004247922.1|;gi|184191073|gb|ACC76759.1|;gi|194682364|emb|CAR42190.1|;gi|404596534|gb|EKA97054.1|;gi|404601037|gb|EKB01462.1|;gi|529187771|gb|AGS59531.1|;gi|685233260|gb|KGA89882.1|;gi|702065980|gb|KGQ17691.1|;gi|721494552|gb|KGY38074.1|;gi|721498640|gb|KGY42161.1|;gi|721595948|gb|KGZ39216.1|;gi|927571730|gb|ALE22010.1|;gi|927574872|gb|ALE25151.1|;gi|955367722|gb|KSA05190.1|;gi|960439802|gb|KSW21244.1|;gi|987440825|gb|KXC01436.1|;gi|1026618300|gb|AND13297.1|;gi|1028069359|gb|OAH93856.1|;gi|1033658884|gb|OAS29122.1|;gi|1033668923|gb|OAS38840.1|;gi|1086461225|emb|SDC88067.1|;gi|1097636022|emb|SFH21238.1|;gi|1100276288|gb|OIK52547.1|,100.000,100.00,287,0,0,21,307,1,287,0.0,597
translated_wildtype,gi|1020068163|ref|WP_063215726.1|;gi|1017169999|gb|KZE57832.1|,99.652,100.00,287,1,0,21,307,1,287,0.0,595
translated_wildtype,gi|810388104|ref|WP_046334983.1|;gi|806985876|gb|KKC58863.1|,99.652,100.00,287,1,0,21,307,1,287,0.0,595
translated_wildtype,gi|896195789|ref|WP_049203868.1|,99.652,99.65,287,1,0,21,307,1,287,0.0,594
translated_wildtype,gi|490362800|ref|WP_004242549.1|;gi|227164650|gb|EEI49517.1|;gi|721502879|gb|KGY46371.1|;gi|721558845|gb|KGZ02169.1|;gi|960437952|gb|KSW19467.1|;gi|1081385811|gb|OFV22723.1|;gi|1095483608|gb|OHY46277.1|,99.652,99.65,287,1,0,21,307,1,287,0.0,594
translated_wildtype,gi|507043116|pdb|4HS9|A,95.440,96.74,307,14,0,1,307,1,307,0.0,585
translated_wildtype,gi|983382178|ref|WP_060559447.1|;gi|960702865|gb|KSX93692.1|,97.213,98.26,287,8,0,21,307,1,287,0.0,581
translated_wildtype,gi|1151344190|gb|OOQ53411.1|,97.213,98.26,287,8,0,21,307,1,287,0.0,580
translated_wildtype,gi|1114052705|ref|WP_072070422.1|;gi|857775826|emb|CRL64835.1|,80.836,91.64,287,55,0,21,307,1,287,2.19e-180,499
translated_wildtype,gi|559232219|ref|WP_023582422.1|;gi|558648610|gb|EST59074.1|,80.139,91.29,287,57,0,21,307,1,287,9.82e-180,498
translated_wildtype,gi|1130902785|ref|WP_075672614.1|,79.791,90.59,287,58,0,21,307,1,287,2.21e-178,494
translated_wildtype,gi|739066088|ref|WP_036937497.1|;gi|685172350|gb|KGA60007.1|,79.094,91.29,287,60,0,21,307,1,287,3.27e-178,494
translated_wildtype,gi|1322025|gb|AAB01071.1|,79.861,90.62,288,58,0,20,307,3,290,5.73e-178,493
translated_wildtype,gi|377824767|gb|AFB78082.1|,78.746,89.90,287,61,0,21,307,1,287,3.89e-176,488
translated_wildtype,gi|222693348|gb|ACM67042.1|,79.094,89.55,287,60,0,21,307,1,287,2.80e-175,486
translated_wildtype,gi|320005190|gb|ADV92635.1|,78.746,89.20,287,61,0,21,307,1,287,2.80e-174,484
translated_wildtype,gi|1114044700|ref|WP_072062608.1|;gi|857587480|emb|CRL58988.1|,77.003,89.90,287,66,0,21,307,1,287,6.94e-173,480
translated_wildtype,gi|1036666092|ref|WP_064719666.1|;gi|1033974416|gb|OAT47156.1|,75.610,88.85,287,70,0,21,307,1,287,1.05e-168,470
translated_wildtype,gi|225201250|gb|EEG83604.1|,77.515,88.76,169,38,0,139,307,1,169,7.94e-98,286
translated_wildtype,gi|225201251|gb|EEG83605.1|,73.684,93.42,76,20,0,20,95,3,78,2.10e-37,128




