wildtype	AM942759.1	98.639	294	4	0	40	921	1063060	1063941	0.0	692
wildtype	AM942759.1	70.769	130	38	0	752	363	1063772	1063383	2.82e-90	197
wildtype	AM942759.1	72.289	83	23	0	314	66	1063334	1063086	2.82e-90	121
wildtype	AM942759.1	80.769	26	5	0	920	843	1063940	1063863	2.82e-90	48.3
wildtype	AM942759.1	80.000	10	2	0	76	105	588332	588303	0.38	23.1
wildtype	AM942759.1	35.294	34	22	0	202	303	588212	588111	0.38	23.1
wildtype	AM942759.1	38.889	36	22	0	238	345	3623411	3623304	0.98	29.5
wildtype	AM942759.1	43.478	23	13	0	787	855	1102334	1102402	0.98	29.5
wildtype	AM942759.1	52.381	21	10	0	286	348	3298352	3298414	0.98	29.5
wildtype	AM942759.1	66.667	12	4	0	530	495	3695049	3695084	3.5	27.6
wildtype	AM942759.1	41.667	24	14	0	560	489	277868	277939	6.5	26.7
wildtype	AM942759.1	60.000	15	6	0	690	734	1517270	1517314	8.6	26.3
wildtype	AM942759.1	32.432	37	25	0	337	447	1135838	1135728	9.0	26.3
